Page,Sentence,Entity,Type
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",CrPC,ORG
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",Sections 193,ORG
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",199,CARDINAL
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",201,CARDINAL
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",IPC,ORG
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.","Letting, Rent and Eviction) Act",ORG
49,"1 SCC 466, a three­Judge Bench of this
Court was faced with the issue of whether 195(1)(b)(i), CrPC
would bar a complaint under Sections 193, 199 and 201 of the
IPC alleging making of false statements in affidavit before the
Rent Control Officer under the U.P, Urban Buildings (Regulation
of Letting, Rent and Eviction) Act, 1972.",1972,DATE
49,"Similar to the
aforementioned income tax statutes, Section 34(2) of the 1972
Act provided that the District Magistrate or the prescribed
authority holding an inquiry under the Act shall be deemed to be
a Civil Court within the meaning of Sections 480 and 482 of the
49",Section 34(2,LAW
49,"Similar to the
aforementioned income tax statutes, Section 34(2) of the 1972
Act provided that the District Magistrate or the prescribed
authority holding an inquiry under the Act shall be deemed to be
a Civil Court within the meaning of Sections 480 and 482 of the
49",1972,DATE
49,"Similar to the
aforementioned income tax statutes, Section 34(2) of the 1972
Act provided that the District Magistrate or the prescribed
authority holding an inquiry under the Act shall be deemed to be
a Civil Court within the meaning of Sections 480 and 482 of the
49",the District Magistrate,ORG
49,"Similar to the
aforementioned income tax statutes, Section 34(2) of the 1972
Act provided that the District Magistrate or the prescribed
authority holding an inquiry under the Act shall be deemed to be
a Civil Court within the meaning of Sections 480 and 482 of the
49",Civil Court,ORG
49,"Similar to the
aforementioned income tax statutes, Section 34(2) of the 1972
Act provided that the District Magistrate or the prescribed
authority holding an inquiry under the Act shall be deemed to be
a Civil Court within the meaning of Sections 480 and 482 of the
49",Sections 480,FAC
49,"Similar to the
aforementioned income tax statutes, Section 34(2) of the 1972
Act provided that the District Magistrate or the prescribed
authority holding an inquiry under the Act shall be deemed to be
a Civil Court within the meaning of Sections 480 and 482 of the
49",482,CARDINAL
49,"Similar to the
aforementioned income tax statutes, Section 34(2) of the 1972
Act provided that the District Magistrate or the prescribed
authority holding an inquiry under the Act shall be deemed to be
a Civil Court within the meaning of Sections 480 and 482 of the
49",49,CARDINAL
50,"Moreover, that proceedings before such authority
shall be judicial proceedings under Section 193, IPC.",Section 193,LAW
50,"Moreover, that proceedings before such authority
shall be judicial proceedings under Section 193, IPC.",IPC,ORG
50,"The three­Judge Bench noted that under the 1972 Act, the
Rent Control Officer was authorized to exercise the powers and
functions of the District Magistrate.",Bench,PERSON
50,"The three­Judge Bench noted that under the 1972 Act, the
Rent Control Officer was authorized to exercise the powers and
functions of the District Magistrate.",the District Magistrate,ORG
50,"Hence, in view of the specific
provision made under Section 34(2) of the 1972 Act, the Rent
Control Officer would also be deemed to be a civil court and the
proceedings before him would be judicial proceedings.",Section 34(2,LAW
50,"Hence, in view of the specific
provision made under Section 34(2) of the 1972 Act, the Rent
Control Officer would also be deemed to be a civil court and the
proceedings before him would be judicial proceedings.",1972,DATE
50,"Hence, in view of the specific
provision made under Section 34(2) of the 1972 Act, the Rent
Control Officer would also be deemed to be a civil court and the
proceedings before him would be judicial proceedings.","the Rent
Control Officer",ORG
50,"Therefore,
if any false evidence was given during the course of such
proceedings, only the Rent Control Officer was authorized to
make complaint of the same under Section 195(1)(b)(i), CrPC.",Section 195(1)(b)(i,LAW
50,"Therefore,
if any false evidence was given during the course of such
proceedings, only the Rent Control Officer was authorized to
make complaint of the same under Section 195(1)(b)(i), CrPC.",CrPC,ORG
50,"Even otherwise, on the facts of the case, the three­Judge Bench
found that abuse of criminal process had taken place and
observed that “chagrined and frustrated litigants should not be
permitted to give vent to their frustration by cheaply invoking the
jurisdiction of the criminal court” (Chandrapal Singh, (supra),
paragraph 14).",Bench,PRODUCT
50,"Even otherwise, on the facts of the case, the three­Judge Bench
found that abuse of criminal process had taken place and
observed that “chagrined and frustrated litigants should not be
permitted to give vent to their frustration by cheaply invoking the
jurisdiction of the criminal court” (Chandrapal Singh, (supra),
paragraph 14).",Chandrapal Singh,PERSON
50,"Even otherwise, on the facts of the case, the three­Judge Bench
found that abuse of criminal process had taken place and
observed that “chagrined and frustrated litigants should not be
permitted to give vent to their frustration by cheaply invoking the
jurisdiction of the criminal court” (Chandrapal Singh, (supra),
paragraph 14).",14,CARDINAL
50,"It can be seen from the above discussion that this
Court has, in some instances, opined that where the law deems
proceedings before a certain authority to be “judicial
50",Court,ORG
50,"It can be seen from the above discussion that this
Court has, in some instances, opined that where the law deems
proceedings before a certain authority to be “judicial
50",50,CARDINAL
51,"proceedings”, the same would be considered as “proceedings in
any court” under Section 195(1)(b)(i), CrPC.",Section 195(1)(b)(i,LAW
51,"proceedings”, the same would be considered as “proceedings in
any court” under Section 195(1)(b)(i), CrPC.",CrPC,ORG
51,"Therefore, if the
offence under Section 193, IPC is committed before such an
authority, the written complaint of that authority is mandatorily
required for trial of the offence.",Section 193,LAW
51,"Therefore, if the
offence under Section 193, IPC is committed before such an
authority, the written complaint of that authority is mandatorily
required for trial of the offence.",IPC,ORG
51,"However, the facts of the
decisions in Lalji Haridas (supra), Babita Lila (supra) and
Chandrapal Singh (supra), are clearly distinguishable from the
present appeal as they all involve 1) False statements made on
oath or in affidavits, 2) in a judicial proceeding and 3) before an
authority which is expressly deemed under law to be a “court”.",Lalji Haridas,PERSON
51,"However, the facts of the
decisions in Lalji Haridas (supra), Babita Lila (supra) and
Chandrapal Singh (supra), are clearly distinguishable from the
present appeal as they all involve 1) False statements made on
oath or in affidavits, 2) in a judicial proceeding and 3) before an
authority which is expressly deemed under law to be a “court”.",Babita Lila,PERSON
51,"However, the facts of the
decisions in Lalji Haridas (supra), Babita Lila (supra) and
Chandrapal Singh (supra), are clearly distinguishable from the
present appeal as they all involve 1) False statements made on
oath or in affidavits, 2) in a judicial proceeding and 3) before an
authority which is expressly deemed under law to be a “court”.",Chandrapal Singh,PERSON
51,"However, the facts of the
decisions in Lalji Haridas (supra), Babita Lila (supra) and
Chandrapal Singh (supra), are clearly distinguishable from the
present appeal as they all involve 1) False statements made on
oath or in affidavits, 2) in a judicial proceeding and 3) before an
authority which is expressly deemed under law to be a “court”.",1,CARDINAL
